Tanggal,Kategori,Is_Expense,Total Pemasukan,Total Pengeluaran,Keuntungan
1/10/2023,Pengiriman,1,0,5803000,19910252000
1/11/2023,Pengiriman,1,0,12831000,19897421000
1/12/2023,Jasa Pemasangan,0,39584000,0,19937005000
1/13/2023,Pembelian Barang,1,0,6867000,19930138000
1/14/2023,Pembelian Barang,1,0,8988000,19921150000
1/14/2023,Pembelian Barang,1,0,16829000,19904321000
1/15/2023,Pengandaan Barang,0,39810000,0,19944131000
1/15/2023,Pembelian Barang,1,0,6793000,19937338000
1/16/2023,Pembelian Barang,1,0,13904000,19923434000
1/16/2023,Jasa Pemasangan,0,39099000,0,19962533000
1/16/2023,Pengandaan Barang,0,39559000,0,20002092000
1/17/2023,Jasa Pemasangan,0,40000000,0,20042092000
1/17/2023,Pengiriman,1,0,16478000,20025614000
1/17/2023,Pembelian Barang,1,0,8236000,20017378000
1/18/2023,Jasa Pemasangan,0,40000000,0,20057378000
1/18/2023,Pembelian Barang,1,0,9732000,20047646000
1/19/2023,Pengiriman,1,0,19343000,20028303000
1/20/2023,Pengiriman,1,0,11520000,20016783000
1/21/2023,Pengiriman,1,0,16377000,20000406000
1/21/2023,Jasa Pemasangan,0,40000000,0,20040406000
1/22/2023,Pengandaan Barang,0,40000000,0,20080406000
1/23/2023,Pengiriman,1,0,11987000,20068419000
1/23/2023,Pengiriman,1,0,17112000,20051307000
1/23/2023,Pembelian Barang,1,0,5450000,20045857000
1/24/2023,Pembelian Barang,1,0,9153000,20036704000
1/24/2023,Pembelian Barang,1,0,11143000,20025561000
1/24/2023,Pembelian Barang,1,0,6302000,20019259000
1/25/2023,Pengandaan Barang,0,39179000,0,20058438000
1/25/2023,Pembelian Barang,1,0,18489000,20039949000
1/25/2023,Pengiriman,1,0,15908000,20024041000
1/26/2023,Jasa Pemasangan,0,40000000,0,20064041000
1/26/2023,Pengiriman,1,0,12895000,20051146000
1/26/2023,Pengiriman,1,0,5478000,20045668000
1/27/2023,Jasa Pemasangan,0,39779000,0,20085447000
1/28/2023,Pembelian Barang,1,0,8737000,20076710000
1/28/2023,Jasa Pemasangan,0,39064000,0,20115774000
1/28/2023,Jasa Pemasangan,0,38733000,0,20154507000
1/29/2023,Pembelian Barang,1,0,12249000,20142258000
1/29/2023,Jasa Pemasangan,0,40000000,0,20182258000
1/30/2023,Pengandaan Barang,0,40000000,0,20222258000
1/30/2023,Pengiriman,1,0,12807000,20209451000
1/30/2023,Jasa Pemasangan,0,39502000,0,20248953000
1/31/2023,Pembelian Barang,1,0,9191000,20239762000
2/1/2023,Pengandaan Barang,0,39782000,0,20279544000
2/1/2023,Jasa Pemasangan,0,40000000,0,20319544000
2/2/2023,Pembelian Barang,1,0,8573000,20310971000
2/3/2023,Jasa Pemasangan,0,39289000,0,20350260000
2/3/2023,Jasa Pemasangan,0,38633000,0,20388893000
2/3/2023,Pengandaan Barang,0,38894000,0,20427787000
2/4/2023,Pengandaan Barang,0,38279000,0,20466066000
2/4/2023,Pembelian Barang,1,0,12418000,20453648000
2/5/2023,Pengiriman,1,0,18338000,20435310000
2/6/2023,Pembelian Barang,1,0,9082000,20426228000
2/6/2023,Pengandaan Barang,0,40000000,0,20466228000
2/6/2023,Pengiriman,1,0,11144000,20455084000
2/7/2023,Pengiriman,1,0,5450000,20449634000
2/8/2023,Pengandaan Barang,0,39540000,0,20489174000
2/9/2023,Pembelian Barang,1,0,18451000,20470723000
2/9/2023,Pembelian Barang,1,0,17504000,20453219000
2/9/2023,Pengiriman,1,0,8994000,20444225000
2/10/2023,Pembelian Barang,1,0,18467000,20425758000
2/11/2023,Pengandaan Barang,0,40000000,0,20465758000
2/11/2023,Pengandaan Barang,0,40000000,0,20505758000
2/12/2023,Pengiriman,1,0,10026000,20495732000
2/12/2023,Pengandaan Barang,0,39911000,0,20535643000
2/13/2023,Pengiriman,1,0,19547000,20516096000
2/13/2023,Jasa Pemasangan,0,39751000,0,20555847000
2/13/2023,Jasa Pemasangan,0,40000000,0,20595847000
2/14/2023,Jasa Pemasangan,0,40000000,0,20635847000
2/14/2023,Pengiriman,1,0,13591000,20622256000
2/15/2023,Pembelian Barang,1,0,10002000,20612254000
2/16/2023,Pengandaan Barang,0,39798000,0,20652052000
2/17/2023,Jasa Pemasangan,0,40000000,0,20692052000
2/18/2023,Pengiriman,1,0,17586000,20674466000
2/18/2023,Pengandaan Barang,0,40000000,0,20714466000
2/19/2023,Pembelian Barang,1,0,16999000,20697467000
2/20/2023,Pengiriman,1,0,11359000,20686108000
2/20/2023,Jasa Pemasangan,0,40000000,0,20726108000
2/20/2023,Pengiriman,1,0,17315000,20708793000
2/21/2023,Jasa Pemasangan,0,40000000,0,20748793000
2/22/2023,Pembelian Barang,1,0,14096000,20734697000
2/22/2023,Pengiriman,1,0,17339000,20717358000
2/23/2023,Pengandaan Barang,0,40000000,0,20757358000
2/24/2023,Pengiriman,1,0,19451000,20737907000
2/25/2023,Pengiriman,1,0,12642000,20725265000
2/26/2023,Pembelian Barang,1,0,11115000,20714150000
2/27/2023,Pengandaan Barang,0,40000000,0,20754150000
2/28/2023,Pembelian Barang,1,0,6586000,20747564000
2/28/2023,Pengandaan Barang,0,39341000,0,20786905000
3/1/2023,Jasa Pemasangan,0,40000000,0,20826905000
3/1/2023,Pengiriman,1,0,11179000,20815726000
3/2/2023,Pembelian Barang,1,0,15781000,20799945000
3/3/2023,Pembelian Barang,1,0,8896000,20791049000
3/3/2023,Pengandaan Barang,0,40000000,0,20831049000
3/3/2023,Pengandaan Barang,0,39827000,0,20870876000
3/4/2023,Pengandaan Barang,0,39781000,0,20910657000
3/5/2023,Pengandaan Barang,0,40000000,0,20950657000
3/5/2023,Pengiriman,1,0,9463000,20941194000
3/5/2023,Pengiriman,1,0,5755000,20935439000
3/6/2023,Pembelian Barang,1,0,16432000,20919007000
3/7/2023,Jasa Pemasangan,0,40000000,0,20959007000
3/8/2023,Pembelian Barang,1,0,15386000,20943621000
3/8/2023,Pengandaan Barang,0,40000000,0,20983621000
3/8/2023,Jasa Pemasangan,0,40000000,0,21023621000
3/9/2023,Pengiriman,1,0,17790000,21005831000
3/10/2023,Pengiriman,1,0,8777000,20997054000
3/11/2023,Pengandaan Barang,0,40000000,0,21037054000
3/11/2023,Pembelian Barang,1,0,9814000,21027240000
3/11/2023,Jasa Pemasangan,0,40000000,0,21067240000
3/12/2023,Jasa Pemasangan,0,39095000,0,21106335000
3/13/2023,Pengiriman,1,0,11489000,21094846000
3/13/2023,Pengandaan Barang,0,40000000,0,21134846000
3/14/2023,Pembelian Barang,1,0,19875000,21114971000
3/14/2023,Pengandaan Barang,0,39844000,0,21154815000
3/15/2023,Jasa Pemasangan,0,39415000,0,21194230000
3/15/2023,Pengiriman,1,0,19467000,21174763000
3/16/2023,Pengiriman,1,0,5310000,21169453000
3/16/2023,Pembelian Barang,1,0,5442000,21164011000
3/16/2023,Pembelian Barang,1,0,12059000,21151952000
3/17/2023,Jasa Pemasangan,0,40000000,0,21191952000
3/17/2023,Pengandaan Barang,0,40000000,0,21231952000
3/18/2023,Pengandaan Barang,0,39568000,0,21271520000
3/19/2023,Pengiriman,1,0,13792000,21257728000
3/20/2023,Jasa Pemasangan,0,40000000,0,21297728000
3/20/2023,Jasa Pemasangan,0,39284000,0,21337012000
3/20/2023,Pengiriman,1,0,7003000,21330009000
3/21/2023,Pengandaan Barang,0,39852000,0,21369861000
3/21/2023,Pengiriman,1,0,18233000,21351628000
3/22/2023,Pembelian Barang,1,0,12767000,21338861000
3/23/2023,Jasa Pemasangan,0,40000000,0,21378861000
3/23/2023,Pembelian Barang,1,0,12851000,21366010000
3/24/2023,Pembelian Barang,1,0,16276000,21349734000
3/24/2023,Jasa Pemasangan,0,39683000,0,21389417000
3/25/2023,Jasa Pemasangan,0,40000000,0,21429417000
3/25/2023,Pembelian Barang,1,0,19258000,21410159000
3/25/2023,Jasa Pemasangan,0,40000000,0,21450159000
3/26/2023,Pembelian Barang,1,0,5064000,21445095000
3/27/2023,Pengandaan Barang,0,39872000,0,21484967000
3/27/2023,Pengiriman,1,0,12001000,21472966000
3/28/2023,Pembelian Barang,1,0,7701000,21465265000
3/28/2023,Pembelian Barang,1,0,6746000,21458519000
3/29/2023,Pengandaan Barang,0,39591000,0,21498110000
3/29/2023,Pembelian Barang,1,0,6431000,21491679000
3/29/2023,Jasa Pemasangan,0,40000000,0,21531679000
3/30/2023,Pembelian Barang,1,0,14356000,21517323000
3/30/2023,Pengandaan Barang,0,39682000,0,21557005000
3/31/2023,Pengiriman,1,0,16145000,21540860000
3/31/2023,Pengiriman,1,0,5549000,21535311000
4/1/2023,Pengiriman,1,0,13258000,21522053000
4/1/2023,Pengiriman,1,0,8020000,21514033000
4/1/2023,Pengandaan Barang,0,40000000,0,21554033000
4/2/2023,Pengandaan Barang,0,39806000,0,21593839000
4/2/2023,Jasa Pemasangan,0,40000000,0,21633839000
4/3/2023,Jasa Pemasangan,0,40000000,0,21673839000
4/3/2023,Pengiriman,1,0,12446000,21661393000
4/3/2023,Pembelian Barang,1,0,11622000,21649771000
4/4/2023,Pengandaan Barang,0,40000000,0,21689771000
4/5/2023,Pengandaan Barang,0,40000000,0,21729771000
4/5/2023,Pengandaan Barang,0,40000000,0,21769771000
4/6/2023,Jasa Pemasangan,0,40000000,0,21809771000
4/6/2023,Pembelian Barang,1,0,7279000,21802492000
4/6/2023,Pengandaan Barang,0,40000000,0,21842492000
4/7/2023,Jasa Pemasangan,0,40000000,0,21882492000
4/7/2023,Pembelian Barang,1,0,11060000,21871432000
4/7/2023,Pengandaan Barang,0,40000000,0,21911432000
4/8/2023,Pengiriman,1,0,12379000,21899053000
4/8/2023,Pembelian Barang,1,0,15099000,21883954000
4/8/2023,Pembelian Barang,1,0,13564000,21870390000
4/9/2023,Jasa Pemasangan,0,39837000,0,21910227000
4/9/2023,Jasa Pemasangan,0,40000000,0,21950227000
4/9/2023,Pembelian Barang,1,0,17275000,21932952000
4/10/2023,Pengiriman,1,0,13461000,21919491000
4/11/2023,Jasa Pemasangan,0,40000000,0,21959491000
4/12/2023,Pengandaan Barang,0,40000000,0,21999491000
4/12/2023,Pengandaan Barang,0,40000000,0,22039491000
4/12/2023,Jasa Pemasangan,0,40000000,0,22079491000
4/13/2023,Pengandaan Barang,0,40000000,0,22119491000
4/13/2023,Pembelian Barang,1,0,17638000,22101853000
4/13/2023,Jasa Pemasangan,0,39864000,0,22141717000
4/14/2023,Pengiriman,1,0,16083000,22125634000
4/14/2023,Jasa Pemasangan,0,40000000,0,22165634000
4/15/2023,Pengandaan Barang,0,40000000,0,22205634000
4/15/2023,Pembelian Barang,1,0,11746000,22193888000
4/15/2023,Pengiriman,1,0,5301000,22188587000
4/16/2023,Pengandaan Barang,0,39082000,0,22227669000
4/16/2023,Pengandaan Barang,0,39545000,0,22267214000
4/16/2023,Pembelian Barang,1,0,9873000,22257341000
4/17/2023,Jasa Pemasangan,0,40000000,0,22297341000
4/17/2023,Jasa Pemasangan,0,40000000,0,22337341000
4/17/2023,Jasa Pemasangan,0,40000000,0,22377341000
4/18/2023,Jasa Pemasangan,0,40000000,0,22417341000
4/18/2023,Pengiriman,1,0,7184000,22410157000
4/19/2023,Jasa Pemasangan,0,40000000,0,22450157000
4/20/2023,Pengandaan Barang,0,39672000,0,22489829000
4/20/2023,Jasa Pemasangan,0,38688000,0,22528517000
4/21/2023,Pengiriman,1,0,18930000,22509587000
4/21/2023,Pembelian Barang,1,0,13004000,22496583000
4/21/2023,Pengiriman,1,0,10581000,22486002000
4/22/2023,Pengiriman,1,0,18493000,22467509000
4/23/2023,Pengandaan Barang,0,38882000,0,22506391000
4/23/2023,Pengiriman,1,0,16602000,22489789000
4/24/2023,Pengandaan Barang,0,38795000,0,22528584000
4/24/2023,Jasa Pemasangan,0,38784000,0,22567368000
4/25/2023,Pengiriman,1,0,14602000,22552766000
4/25/2023,Pengiriman,1,0,17450000,22535316000
4/25/2023,Pengiriman,1,0,12784000,22522532000
4/26/2023,Pembelian Barang,1,0,16382000,22506150000
4/27/2023,Jasa Pemasangan,0,37799000,0,22543949000
4/28/2023,Jasa Pemasangan,0,36964000,0,22580913000
4/28/2023,Jasa Pemasangan,0,36113000,0,22617026000
4/29/2023,Pengandaan Barang,0,36630000,0,22653656000
4/30/2023,Jasa Pemasangan,0,38539000,0,22692195000
4/30/2023,Pengandaan Barang,0,37694000,0,22729889000
5/1/2023,Pengiriman,1,0,18160000,22711729000
5/2/2023,Pengiriman,1,0,19570000,22692159000
5/2/2023,Jasa Pemasangan,0,39420000,0,22731579000
5/2/2023,Jasa Pemasangan,0,40000000,0,22771579000
5/3/2023,Pembelian Barang,1,0,9381000,22762198000
5/3/2023,Pengiriman,1,0,9015000,22753183000
5/4/2023,Pembelian Barang,1,0,12009000,22741174000
5/4/2023,Pengiriman,1,0,15218000,22725956000
5/4/2023,Pembelian Barang,1,0,16382000,22709574000
5/5/2023,Jasa Pemasangan,0,40000000,0,22749574000
5/5/2023,Pengandaan Barang,0,39818000,0,22789392000
5/5/2023,Pembelian Barang,1,0,13204000,22776188000
5/6/2023,Pengiriman,1,0,12972000,22763216000
5/6/2023,Jasa Pemasangan,0,40000000,0,22803216000
5/6/2023,Jasa Pemasangan,0,39271000,0,22842487000
5/7/2023,Pengiriman,1,0,19981000,22822506000
5/7/2023,Pengandaan Barang,0,40000000,0,22862506000
5/8/2023,Pembelian Barang,1,0,18699000,22843807000
5/8/2023,Pengiriman,1,0,16874000,22826933000
5/9/2023,Pengiriman,1,0,15438000,22811495000
5/9/2023,Pengiriman,1,0,13963000,22797532000
5/10/2023,Pengandaan Barang,0,40000000,0,22837532000
5/11/2023,Pembelian Barang,1,0,7827000,22829705000
5/11/2023,Pengiriman,1,0,17965000,22811740000
5/11/2023,Pengiriman,1,0,13133000,22798607000
5/12/2023,Pembelian Barang,1,0,6129000,22792478000
5/13/2023,Jasa Pemasangan,0,40000000,0,22832478000
5/13/2023,Pengiriman,1,0,8298000,22824180000
5/14/2023,Pengiriman,1,0,19536000,22804644000
5/14/2023,Jasa Pemasangan,0,39734000,0,22844378000
5/14/2023,Pengiriman,1,0,14471000,22829907000
5/15/2023,Jasa Pemasangan,0,39855000,0,22869762000
5/15/2023,Jasa Pemasangan,0,40000000,0,22909762000
5/16/2023,Pembelian Barang,1,0,12235000,22897527000
5/16/2023,Pengandaan Barang,0,39600000,0,22937127000
5/16/2023,Pembelian Barang,1,0,5448000,22931679000
5/17/2023,Pengandaan Barang,0,40000000,0,22971679000
5/18/2023,Pembelian Barang,1,0,5230000,22966449000
5/18/2023,Pengiriman,1,0,11128000,22955321000
5/18/2023,Pengiriman,1,0,14282000,22941039000
5/19/2023,Jasa Pemasangan,0,40000000,0,22981039000
5/20/2023,Pembelian Barang,1,0,10888000,22970151000
5/20/2023,Pengiriman,1,0,6378000,22963773000
5/20/2023,Pembelian Barang,1,0,5711000,22958062000
5/21/2023,Pengandaan Barang,0,40000000,0,22998062000
5/21/2023,Pengandaan Barang,0,39967000,0,23038029000
5/22/2023,Pengiriman,1,0,10207000,23027822000
5/22/2023,Pembelian Barang,1,0,6413000,23021409000
5/23/2023,Pembelian Barang,1,0,15172000,23006237000
5/24/2023,Pengandaan Barang,0,40000000,0,23046237000
5/25/2023,Pengandaan Barang,0,39629000,0,23085866000
5/25/2023,Jasa Pemasangan,0,40000000,0,23125866000
5/25/2023,Pengiriman,1,0,9539000,23116327000
5/26/2023,Pengiriman,1,0,7928000,23108399000
5/26/2023,Pembelian Barang,1,0,10786000,23097613000
5/27/2023,Pembelian Barang,1,0,15472000,23082141000
5/27/2023,Pengandaan Barang,0,39411000,0,23121552000
5/28/2023,Pengandaan Barang,0,39739000,0,23161291000
5/29/2023,Pembelian Barang,1,0,19898000,23141393000
5/30/2023,Pembelian Barang,1,0,12105000,23129288000
5/30/2023,Pengandaan Barang,0,40000000,0,23169288000
5/31/2023,Pengiriman,1,0,12098000,23157190000
6/1/2023,Jasa Pemasangan,0,40000000,0,23197190000
6/1/2023,Pembelian Barang,1,0,12634000,23184556000
6/1/2023,Pengandaan Barang,0,40000000,0,23224556000
6/2/2023,Jasa Pemasangan,0,39769000,0,23264325000
6/2/2023,Pembelian Barang,1,0,16416000,23247909000
6/2/2023,Pengandaan Barang,0,40000000,0,23287909000
6/3/2023,Pembelian Barang,1,0,9232000,23278677000
6/3/2023,Pengiriman,1,0,7806000,23270871000
6/4/2023,Pembelian Barang,1,0,7652000,23263219000
6/4/2023,Pengandaan Barang,0,40000000,0,23303219000
6/4/2023,Pengandaan Barang,0,39349000,0,23342568000
6/5/2023,Pengandaan Barang,0,38735000,0,23381303000
6/5/2023,Pengandaan Barang,0,39710000,0,23421013000
6/5/2023,Jasa Pemasangan,0,39221000,0,23460234000
6/6/2023,Pengandaan Barang,0,40000000,0,23500234000
6/7/2023,Pengandaan Barang,0,40000000,0,23540234000
6/7/2023,Pengiriman,1,0,11933000,23528301000
6/8/2023,Pengandaan Barang,0,40000000,0,23568301000
6/8/2023,Pengandaan Barang,0,40000000,0,23608301000
6/8/2023,Pengandaan Barang,0,40000000,0,23648301000
6/9/2023,Jasa Pemasangan,0,39181000,0,23687482000
6/9/2023,Jasa Pemasangan,0,40000000,0,23727482000
6/10/2023,Pembelian Barang,1,0,15538000,23711944000
6/10/2023,Pengiriman,1,0,18250000,23693694000
6/11/2023,Jasa Pemasangan,0,39935000,0,23733629000
6/12/2023,Pembelian Barang,1,0,11555000,23722074000
6/13/2023,Pengandaan Barang,0,40000000,0,23762074000
6/13/2023,Pembelian Barang,1,0,18121000,23743953000
6/14/2023,Pengiriman,1,0,14604000,23729349000
6/14/2023,Pembelian Barang,1,0,12303000,23717046000
6/14/2023,Jasa Pemasangan,0,40000000,0,23757046000
6/15/2023,Pengiriman,1,0,7435000,23749611000
6/15/2023,Pembelian Barang,1,0,9531000,23740080000
6/15/2023,Pengiriman,1,0,8566000,23731514000
6/16/2023,Pengiriman,1,0,7837000,23723677000
6/17/2023,Jasa Pemasangan,0,40000000,0,23763677000
6/18/2023,Pengandaan Barang,0,40000000,0,23803677000
6/18/2023,Pembelian Barang,1,0,8290000,23795387000
6/19/2023,Pembelian Barang,1,0,14592000,23780795000
6/19/2023,Pengiriman,1,0,6027000,23774768000
6/19/2023,Pengandaan Barang,0,40000000,0,23814768000
6/20/2023,Pengandaan Barang,0,40000000,0,23854768000
6/20/2023,Jasa Pemasangan,0,39225000,0,23893993000
6/21/2023,Pengandaan Barang,0,39925000,0,23933918000
6/21/2023,Pengiriman,1,0,6893000,23927025000
6/21/2023,Pengandaan Barang,0,40000000,0,23967025000
6/22/2023,Pengandaan Barang,0,39438000,0,24006463000
6/22/2023,Jasa Pemasangan,0,40000000,0,24046463000
6/22/2023,Pengandaan Barang,0,39257000,0,24085720000
6/23/2023,Pengandaan Barang,0,39455000,0,24125175000
6/23/2023,Pembelian Barang,1,0,15538000,24109637000
6/23/2023,Pengandaan Barang,0,40000000,0,24149637000
6/24/2023,Pengandaan Barang,0,40000000,0,24189637000
6/24/2023,Jasa Pemasangan,0,39110000,0,24228747000
6/24/2023,Pengandaan Barang,0,40000000,0,24268747000
6/25/2023,Pembelian Barang,1,0,12237000,24256510000
6/25/2023,Pembelian Barang,1,0,13255000,24243255000
6/25/2023,Pengandaan Barang,0,40000000,0,24283255000
6/26/2023,Pengiriman,1,0,14970000,24268285000
6/27/2023,Pengiriman,1,0,11962000,24256323000
6/27/2023,Pengiriman,1,0,15951000,24240372000
6/28/2023,Pengandaan Barang,0,40000000,0,24280372000
6/28/2023,Pembelian Barang,1,0,19572000,24260800000
6/29/2023,Pengiriman,1,0,6553000,24254247000
6/29/2023,Pengiriman,1,0,6509000,24247738000
6/29/2023,Pengandaan Barang,0,39508000,0,24287246000
6/30/2023,Jasa Pemasangan,0,40000000,0,24327246000
7/1/2023,Pengandaan Barang,0,40000000,0,24367246000
7/1/2023,Pengandaan Barang,0,39997000,0,24407243000
7/2/2023,Pengiriman,1,0,6635000,24400608000
7/2/2023,Pengiriman,1,0,7421000,24393187000
7/2/2023,Pembelian Barang,1,0,16866000,24376321000
7/3/2023,Pengandaan Barang,0,39747000,0,24416068000
7/3/2023,Pengandaan Barang,0,39091000,0,24455159000
7/3/2023,Pengandaan Barang,0,39158000,0,24494317000
7/4/2023,Pembelian Barang,1,0,16144000,24478173000
7/5/2023,Jasa Pemasangan,0,39950000,0,24518123000
7/5/2023,Pengandaan Barang,0,39651000,0,24557774000
7/5/2023,Jasa Pemasangan,0,39435000,0,24597209000
7/6/2023,Pengiriman,1,0,18570000,24578639000
7/6/2023,Pengiriman,1,0,7230000,24571409000
7/7/2023,Pengandaan Barang,0,38516000,0,24609925000
7/7/2023,Pengandaan Barang,0,38337000,0,24648262000
7/7/2023,Jasa Pemasangan,0,39106000,0,24687368000
7/8/2023,Jasa Pemasangan,0,38477000,0,24725845000
7/8/2023,Pembelian Barang,1,0,8329000,24717516000
7/8/2023,Jasa Pemasangan,0,39030000,0,24756546000
7/9/2023,Pengiriman,1,0,17320000,24739226000
7/10/2023,Pembelian Barang,1,0,7008000,24732218000
7/10/2023,Jasa Pemasangan,0,39141000,0,24771359000
7/10/2023,Pengiriman,1,0,17502000,24753857000
7/11/2023,Pembelian Barang,1,0,7892000,24745965000
7/12/2023,Jasa Pemasangan,0,40000000,0,24785965000
7/12/2023,Pengiriman,1,0,14105000,24771860000
7/12/2023,Pengiriman,1,0,13228000,24758632000
7/13/2023,Pengandaan Barang,0,39313000,0,24797945000
7/13/2023,Pengandaan Barang,0,40000000,0,24837945000
7/13/2023,Pembelian Barang,1,0,15124000,24822821000
7/14/2023,Pengiriman,1,0,16961000,24805860000
7/15/2023,Pembelian Barang,1,0,10948000,24794912000
7/15/2023,Pengiriman,1,0,5196000,24789716000
7/16/2023,Pembelian Barang,1,0,7634000,24782082000
7/16/2023,Pengandaan Barang,0,40000000,0,24822082000
7/17/2023,Jasa Pemasangan,0,39663000,0,24861745000
7/17/2023,Pengiriman,1,0,13235000,24848510000
7/17/2023,Pengandaan Barang,0,39678000,0,24888188000
7/18/2023,Pengandaan Barang,0,40000000,0,24928188000
7/19/2023,Pembelian Barang,1,0,6563000,24921625000
7/19/2023,Pengiriman,1,0,15692000,24905933000
7/20/2023,Pembelian Barang,1,0,17204000,24888729000
7/20/2023,Pengiriman,1,0,19126000,24869603000
7/20/2023,Jasa Pemasangan,0,40000000,0,24909603000
7/21/2023,Pengandaan Barang,0,40000000,0,24949603000
7/21/2023,Pengiriman,1,0,12809000,24936794000
7/22/2023,Pengandaan Barang,0,40000000,0,24976794000
7/22/2023,Jasa Pemasangan,0,40000000,0,25016794000
7/22/2023,Jasa Pemasangan,0,40000000,0,25056794000
7/23/2023,Pembelian Barang,1,0,15485000,25041309000
7/24/2023,Pembelian Barang,1,0,15727000,25025582000
7/24/2023,Pembelian Barang,1,0,16068000,25009514000
7/24/2023,Pengiriman,1,0,6483000,25003031000
7/25/2023,Pengandaan Barang,0,40000000,0,25043031000
7/26/2023,Pengandaan Barang,0,39467000,0,25082498000
7/27/2023,Pengandaan Barang,0,39768000,0,25122266000
7/27/2023,Pembelian Barang,1,0,14231000,25108035000
7/28/2023,Jasa Pemasangan,0,40000000,0,25148035000
7/28/2023,Pembelian Barang,1,0,16575000,25131460000
7/29/2023,Jasa Pemasangan,0,39549000,0,25171009000
7/29/2023,Pembelian Barang,1,0,11731000,25159278000
7/30/2023,Pembelian Barang,1,0,5812000,25153466000
7/30/2023,Pengandaan Barang,0,40000000,0,25193466000
7/31/2023,Jasa Pemasangan,0,40000000,0,25233466000
7/31/2023,Jasa Pemasangan,0,40000000,0,25273466000
8/1/2023,Pengiriman,1,0,8809000,25264657000
8/2/2023,Pengandaan Barang,0,40000000,0,25304657000
8/3/2023,Pembelian Barang,1,0,13836000,25290821000
8/3/2023,Pembelian Barang,1,0,16837000,25273984000
8/4/2023,Pengandaan Barang,0,40000000,0,25313984000
8/4/2023,Pembelian Barang,1,0,19247000,25294737000
8/5/2023,Pengiriman,1,0,17997000,25276740000
8/5/2023,Pengiriman,1,0,8212000,25268528000
8/5/2023,Pengandaan Barang,0,40000000,0,25308528000
8/6/2023,Pengiriman,1,0,8506000,25300022000
8/6/2023,Pengiriman,1,0,8994000,25291028000
8/7/2023,Pengandaan Barang,0,40000000,0,25331028000
8/7/2023,Pembelian Barang,1,0,16244000,25314784000
8/7/2023,Pengandaan Barang,0,39682000,0,25354466000
8/8/2023,Jasa Pemasangan,0,40000000,0,25394466000
8/9/2023,Pengandaan Barang,0,40000000,0,25434466000
8/9/2023,Pengiriman,1,0,15227000,25419239000
8/9/2023,Pengandaan Barang,0,40000000,0,25459239000
8/10/2023,Pengandaan Barang,0,40000000,0,25499239000
8/10/2023,Pengandaan Barang,0,40000000,0,25539239000
8/10/2023,Pembelian Barang,1,0,19889000,25519350000
8/11/2023,Pengandaan Barang,0,39821000,0,25559171000
8/11/2023,Jasa Pemasangan,0,40000000,0,25599171000
8/11/2023,Pembelian Barang,1,0,9071000,25590100000
8/12/2023,Pengiriman,1,0,10644000,25579456000
8/12/2023,Pengandaan Barang,0,39556000,0,25619012000
8/13/2023,Pengandaan Barang,0,40000000,0,25659012000
8/13/2023,Pengandaan Barang,0,39405000,0,25698417000
8/13/2023,Pengiriman,1,0,13093000,25685324000
8/14/2023,Jasa Pemasangan,0,40000000,0,25725324000
8/15/2023,Pembelian Barang,1,0,10366000,25714958000
8/15/2023,Pengiriman,1,0,11293000,25703665000
8/15/2023,Pengiriman,1,0,19428000,25684237000
8/16/2023,Pengiriman,1,0,13388000,25670849000
8/16/2023,Pembelian Barang,1,0,9889000,25660960000
8/16/2023,Pengiriman,1,0,5258000,25655702000
8/17/2023,Pembelian Barang,1,0,18530000,25637172000
8/18/2023,Pengandaan Barang,0,40000000,0,25677172000
8/18/2023,Pengiriman,1,0,8873000,25668299000
8/18/2023,Pengiriman,1,0,7576000,25660723000
8/19/2023,Pengandaan Barang,0,40000000,0,25700723000
8/19/2023,Pengandaan Barang,0,40000000,0,25740723000
8/20/2023,Pembelian Barang,1,0,12289000,25728434000
8/20/2023,Pengiriman,1,0,9015000,25719419000
8/21/2023,Pengandaan Barang,0,40000000,0,25759419000
8/22/2023,Pengiriman,1,0,17954000,25741465000
8/22/2023,Pengiriman,1,0,17756000,25723709000
8/23/2023,Pengandaan Barang,0,39535000,0,25763244000
8/24/2023,Pengandaan Barang,0,39987000,0,25803231000
8/25/2023,Pengiriman,1,0,14073000,25789158000
8/25/2023,Pembelian Barang,1,0,15451000,25773707000
8/25/2023,Pembelian Barang,1,0,15536000,25758171000
8/26/2023,Pengiriman,1,0,13337000,25744834000
8/27/2023,Pengandaan Barang,0,39204000,0,25784038000
8/28/2023,Pembelian Barang,1,0,18646000,25765392000
8/28/2023,Pengiriman,1,0,17015000,25748377000
8/29/2023,Pengiriman,1,0,16663000,25731714000
8/29/2023,Pengandaan Barang,0,39467000,0,25771181000
8/30/2023,Pembelian Barang,1,0,18946000,25752235000
8/31/2023,Pembelian Barang,1,0,12474000,25739761000
8/31/2023,Pembelian Barang,1,0,8802000,25730959000
8/31/2023,Pengiriman,1,0,14723000,25716236000
9/1/2023,Pengandaan Barang,0,39392000,0,25755628000
9/1/2023,Pengiriman,1,0,17249000,25738379000
9/1/2023,Pembelian Barang,1,0,18840000,25719539000
9/2/2023,Pengandaan Barang,0,40000000,0,25759539000
9/2/2023,Pengiriman,1,0,18744000,25740795000
9/2/2023,Pengandaan Barang,0,39067000,0,25779862000
9/3/2023,Pengiriman,1,0,6233000,25773629000
9/3/2023,Pengandaan Barang,0,38757000,0,25812386000
